model,prune,quant,test_batch_size,sampling_rate,input_resolution,accuracy,output_fps,macs
GOOGLENET,0.0,float32,1,3.0,224,0.001,76.33,114860711270.34203
GOOGLENET,0.0,float32,1,6.0,224,0.001,89.28,134362900817.18095
GOOGLENET,0.0,float32,1,9.0,224,0.001,92.31,138921050733.67523
GOOGLENET,0.0,float32,1,12.0,224,0.001,89.04,133994731257.09409
GOOGLENET,0.0,float32,1,15.0,224,0.001,90.38,136008364355.47285
GOOGLENET,0.0,float32,1,18.0,224,0.001,95.57,143816814875.7324
GOOGLENET,0.0,float32,1,21.0,224,0.001,94.42,142086335112.64874
GOOGLENET,0.0,float32,1,24.0,224,0.001,92.63,139397338756.0229
GOOGLENET,0.0,float32,1,27.0,224,0.001,94.98,142935473845.09708
GOOGLENET,0.0,float32,1,30.0,224,0.001,96.55,145299227747.8185
GOOGLENET,0.0,float32,1,3.0,336,0.001,82.17,280160499837.8034
GOOGLENET,0.0,float32,1,6.0,336,0.001,87.39,297963181666.484
GOOGLENET,0.0,float32,1,9.0,336,0.001,81.41,277590976764.56726
GOOGLENET,0.0,float32,1,12.0,336,0.001,88.96,303337016162.0079
GOOGLENET,0.0,float32,1,15.0,336,0.001,86.07,293460707106.6338
GOOGLENET,0.0,float32,1,18.0,336,0.001,88.21,300755791212.18555
GOOGLENET,0.0,float32,1,21.0,336,0.001,88.5,301765746987.0718
GOOGLENET,0.0,float32,1,24.0,336,0.001,89.83,306291416041.52124
GOOGLENET,0.0,float32,1,27.0,336,0.001,89.47,305083750499.46484
GOOGLENET,0.0,float32,1,30.0,336,0.001,89.71,305886243566.3184
GOOGLENET,0.0,float32,1,3.0,448,0.001,71.92,432682818295.44196
GOOGLENET,0.0,float32,1,6.0,448,0.001,81.04,487551241994.54816
GOOGLENET,0.0,float32,1,9.0,448,0.001,78.88,474569445910.56116
GOOGLENET,0.0,float32,1,12.0,448,0.001,82.89,498693044490.64075
GOOGLENET,0.0,float32,1,15.0,448,0.001,85.28,513070198873.0706
GOOGLENET,0.0,float32,1,18.0,448,0.001,86.52,520554395289.4789
GOOGLENET,0.0,float32,1,21.0,448,0.001,86.85,522527471996.9451
GOOGLENET,0.0,float32,1,24.0,448,0.001,88.02,529558720426.75684
GOOGLENET,0.0,float32,1,27.0,448,0.001,85.99,517363700235.25714
GOOGLENET,0.0,float32,1,30.0,448,0.001,87.61,527083373719.6564
GOOGLENET,0.0,float32,1,3.0,560,0.406,65.16,615177998094.4843
GOOGLENET,0.0,float32,1,6.0,560,0.406,71.37,673827422941.6316
GOOGLENET,0.0,float32,1,9.0,560,0.406,78.08,737202196583.4302
GOOGLENET,0.0,float32,1,12.0,560,0.406,77.51,731760511304.3442
GOOGLENET,0.0,float32,1,15.0,560,0.406,77.31,729953683727.8992
GOOGLENET,0.0,float32,1,18.0,560,0.406,74.83,706490064475.9791
GOOGLENET,0.0,float32,1,21.0,560,0.406,79.13,747119677878.0087
GOOGLENET,0.0,float32,1,24.0,560,0.406,78.21,738425347037.1923
GOOGLENET,0.0,float32,1,27.0,560,0.406,79.74,752837480072.149
GOOGLENET,0.0,float32,1,30.0,560,0.406,79.67,752225138708.997
GOOGLENET,0.0,float32,1,3.0,672,0.746,57.29,775428971641.0918
GOOGLENET,0.0,float32,1,6.0,672,0.746,65.2,882524591310.2239
GOOGLENET,0.0,float32,1,9.0,672,0.746,70.44,953411755258.8134
GOOGLENET,0.0,float32,1,12.0,672,0.746,72.17,976876853538.3015
GOOGLENET,0.0,float32,1,15.0,672,0.746,72.82,985695833607.0083
GOOGLENET,0.0,float32,1,18.0,672,0.746,62.06,839974713932.3386
GOOGLENET,0.0,float32,1,21.0,672,0.746,63.38,857917656302.3923
GOOGLENET,0.0,float32,1,24.0,672,0.746,75.38,1020337661302.5245
GOOGLENET,0.0,float32,1,27.0,672,0.746,62.01,839410610543.8677
GOOGLENET,0.0,float32,1,30.0,672,0.746,69.31,938128650510.6794
GOOGLENET,0.0,float32,1,3.0,784,0.9,56.54,1044950326045.5947
GOOGLENET,0.0,float32,1,6.0,784,0.9,62.67,1158251998020.33
GOOGLENET,0.0,float32,1,9.0,784,0.9,66.54,1229757186895.3745
GOOGLENET,0.0,float32,1,12.0,784,0.9,60.61,1120090707507.4023
GOOGLENET,0.0,float32,1,15.0,784,0.9,70.25,1298210849397.5898
GOOGLENET,0.0,float32,1,18.0,784,0.9,69.01,1275333925709.6714
GOOGLENET,0.0,float32,1,21.0,784,0.9,63.41,1171901315877.4688
GOOGLENET,0.0,float32,1,24.0,784,0.9,69.74,1288807338238.6035
GOOGLENET,0.0,float32,1,27.0,784,0.9,64.66,1194897897941.692
GOOGLENET,0.0,float32,1,30.0,784,0.9,70.7,1306607972053.06
GOOGLENET,0.0,float32,1,3.0,896,0.967,51.24,1232992041190.4297
GOOGLENET,0.0,float32,1,6.0,896,0.967,62.79,1510951154266.9846
GOOGLENET,0.0,float32,1,9.0,896,0.967,60.64,1459058051278.0698
GOOGLENET,0.0,float32,1,12.0,896,0.967,64.97,1563323441202.8992
GOOGLENET,0.0,float32,1,15.0,896,0.967,66.26,1594324043113.6917
GOOGLENET,0.0,float32,1,18.0,896,0.967,66.42,1598250503304.978
GOOGLENET,0.0,float32,1,21.0,896,0.967,64.74,1557744698179.005
GOOGLENET,0.0,float32,1,24.0,896,0.967,66.24,1593918247261.5151
GOOGLENET,0.0,float32,1,27.0,896,0.967,56.96,1370618241710.3782
GOOGLENET,0.0,float32,1,30.0,896,0.967,66.52,1600601313668.6245
GOOGLENET,0.0,float32,1,3.0,1008,0.99,49.7,1517096943658.3337
GOOGLENET,0.0,float32,1,6.0,1008,0.99,55.67,1699513169447.8918
GOOGLENET,0.0,float32,1,9.0,1008,0.99,58.33,1780589877209.9463
GOOGLENET,0.0,float32,1,12.0,1008,0.99,59.88,1827934490505.755
GOOGLENET,0.0,float32,1,15.0,1008,0.99,57.63,1759247037665.8577
GOOGLENET,0.0,float32,1,18.0,1008,0.99,59.02,1801818840929.069
GOOGLENET,0.0,float32,1,21.0,1008,0.99,57.78,1763979615334.4912
GOOGLENET,0.0,float32,1,24.0,1008,0.99,57.12,1743640615773.0374
GOOGLENET,0.0,float32,1,27.0,1008,0.99,61.14,1866510799565.0757
GOOGLENET,0.0,float32,1,30.0,1008,0.99,59.99,1831239767910.9983
GOOGLENET,0.0,float32,1,3.0,1120,0.991,42.49,1597531273095.4404
GOOGLENET,0.0,float32,1,6.0,1120,0.991,47.89,1800678143360.6846
GOOGLENET,0.0,float32,1,9.0,1120,0.991,50.76,1908391065214.1484
GOOGLENET,0.0,float32,1,12.0,1120,0.991,51.57,1938807089845.9333
GOOGLENET,0.0,float32,1,15.0,1120,0.991,52.02,1955818951276.1143
GOOGLENET,0.0,float32,1,18.0,1120,0.991,52.5,1973852548316.1284
GOOGLENET,0.0,float32,1,21.0,1120,0.991,51.49,1935766470440.7612
GOOGLENET,0.0,float32,1,24.0,1120,0.991,52.76,1983529024642.6648
GOOGLENET,0.0,float32,1,27.0,1120,0.991,52.29,1965928875844.6807
GOOGLENET,0.0,float32,1,30.0,1120,0.991,52.95,1990685125601.9563
GOOGLENET,0.1,float32,1,3.0,224,0.001,92.75,139583739089.2071
GOOGLENET,0.1,float32,1,6.0,224,0.001,91.69,137981454374.6349
GOOGLENET,0.1,float32,1,9.0,224,0.001,92.17,138708916334.202
GOOGLENET,0.1,float32,1,12.0,224,0.001,92.75,139584756721.76263
GOOGLENET,0.1,float32,1,15.0,224,0.001,88.51,133197805031.33293
GOOGLENET,0.1,float32,1,18.0,224,0.001,93.8,141157448671.17596
GOOGLENET,0.1,float32,1,21.0,224,0.001,93.74,141066248629.17758
GOOGLENET,0.1,float32,1,24.0,224,0.001,94.99,142949290974.26132
GOOGLENET,0.1,float32,1,27.0,224,0.001,93.95,141384705025.93915
GOOGLENET,0.1,float32,1,30.0,224,0.001,95.05,143040856264.3398
GOOGLENET,0.2,float32,1,3.0,224,0.001,78.61,118296744467.61897
GOOGLENET,0.2,float32,1,6.0,224,0.001,93.33,140453725263.6532
GOOGLENET,0.2,float32,1,9.0,224,0.001,93.49,140686338502.00964
GOOGLENET,0.2,float32,1,12.0,224,0.001,91.28,137361244647.15144
GOOGLENET,0.2,float32,1,15.0,224,0.001,93.75,141083548417.0586
GOOGLENET,0.2,float32,1,18.0,224,0.001,94.99,142943370458.98776
GOOGLENET,0.2,float32,1,21.0,224,0.001,94.85,142742859543.3881
GOOGLENET,0.2,float32,1,24.0,224,0.001,93.73,141055317646.82
GOOGLENET,0.2,float32,1,27.0,224,0.001,91.98,138418612025.9062
GOOGLENET,0.2,float32,1,30.0,224,0.001,90.2,135741530548.43251
GOOGLENET,0.3,float32,1,3.0,224,0.001,89.96,135383735377.27907
GOOGLENET,0.3,float32,1,6.0,224,0.001,92.03,138487271292.68756
GOOGLENET,0.3,float32,1,9.0,224,0.001,95.32,143450768715.0222
GOOGLENET,0.3,float32,1,12.0,224,0.001,94.19,141742159458.87845
GOOGLENET,0.3,float32,1,15.0,224,0.001,92.19,138732729532.94608
GOOGLENET,0.3,float32,1,18.0,224,0.001,93.0,139954839391.16727
GOOGLENET,0.3,float32,1,21.0,224,0.001,95.2,143266587096.99454
GOOGLENET,0.3,float32,1,24.0,224,0.001,94.09,141601262630.21533
GOOGLENET,0.3,float32,1,27.0,224,0.001,93.9,141314398531.4979
GOOGLENET,0.3,float32,1,30.0,224,0.001,95.2,143265504982.8277
GOOGLENET,0.4,float32,1,3.0,224,0.001,88.85,133713889170.54501
GOOGLENET,0.4,float32,1,6.0,224,0.001,92.52,139233636441.37354
GOOGLENET,0.4,float32,1,9.0,224,0.001,91.26,137332797135.35838
GOOGLENET,0.4,float32,1,12.0,224,0.001,90.56,136274432186.22653
GOOGLENET,0.4,float32,1,15.0,224,0.001,95.58,143829302312.68115
GOOGLENET,0.4,float32,1,18.0,224,0.001,93.25,140327152209.90268
GOOGLENET,0.4,float32,1,21.0,224,0.001,94.57,142313488360.3319
GOOGLENET,0.4,float32,1,24.0,224,0.001,93.12,140141893858.00818
GOOGLENET,0.4,float32,1,27.0,224,0.001,93.27,140360532251.54108
GOOGLENET,0.4,float32,1,30.0,224,0.001,94.34,141974320978.99023
GOOGLENET,0.5,float32,1,3.0,224,0.001,93.09,140087750439.2492
GOOGLENET,0.5,float32,1,6.0,224,0.001,91.16,137187802559.31505
GOOGLENET,0.5,float32,1,9.0,224,0.001,92.41,139062089264.9506
GOOGLENET,0.5,float32,1,12.0,224,0.001,91.44,137612130588.45288
GOOGLENET,0.5,float32,1,15.0,224,0.001,93.77,141117003990.28134
GOOGLENET,0.5,float32,1,18.0,224,0.001,94.61,142374833468.4908
GOOGLENET,0.5,float32,1,21.0,224,0.001,92.39,139029321007.83704
GOOGLENET,0.5,float32,1,24.0,224,0.001,93.6,140856715007.8298
GOOGLENET,0.5,float32,1,27.0,224,0.001,93.34,140461400963.64923
GOOGLENET,0.5,float32,1,30.0,224,0.001,90.54,136250860089.72873
GOOGLENET,0.6,float32,1,3.0,224,0.001,91.51,137708520360.96704
GOOGLENET,0.6,float32,1,6.0,224,0.001,89.65,134911545413.5168
GOOGLENET,0.6,float32,1,9.0,224,0.001,93.54,140760194628.1491
GOOGLENET,0.6,float32,1,12.0,224,0.001,93.97,141407049856.3966
GOOGLENET,0.6,float32,1,15.0,224,0.001,92.75,139572836893.76663
GOOGLENET,0.6,float32,1,18.0,224,0.001,93.77,141118756150.50348
GOOGLENET,0.6,float32,1,21.0,224,0.001,91.29,137373222193.79358
GOOGLENET,0.6,float32,1,24.0,224,0.001,95.78,144137041039.80106
GOOGLENET,0.6,float32,1,27.0,224,0.001,94.71,142529533258.20602
GOOGLENET,0.6,float32,1,30.0,224,0.001,95.78,144139633369.79944
GOOGLENET,0.7,float32,1,3.0,224,0.001,89.15,134158342885.35814
GOOGLENET,0.7,float32,1,6.0,224,0.001,89.99,135429577810.74403
GOOGLENET,0.7,float32,1,9.0,224,0.001,92.54,139268744795.92618
GOOGLENET,0.7,float32,1,12.0,224,0.001,94.6,142354631056.92172
GOOGLENET,0.7,float32,1,15.0,224,0.001,93.53,140757632810.6492
GOOGLENET,0.7,float32,1,18.0,224,0.001,94.85,142739276727.51425
GOOGLENET,0.7,float32,1,21.0,224,0.001,94.86,142752202658.51367
GOOGLENET,0.7,float32,1,24.0,224,0.001,93.43,140608084280.2099
GOOGLENET,0.7,float32,1,27.0,224,0.001,93.47,140668434397.47748
GOOGLENET,0.7,float32,1,30.0,224,0.001,96.17,144719254667.65082
GOOGLENET,0.8,float32,1,3.0,224,0.001,87.5,131675228820.57286
GOOGLENET,0.8,float32,1,6.0,224,0.001,91.03,136990933042.05292
GOOGLENET,0.8,float32,1,9.0,224,0.001,93.53,140758752377.40118
GOOGLENET,0.8,float32,1,12.0,224,0.001,93.95,141377962281.04242
GOOGLENET,0.8,float32,1,15.0,224,0.001,93.31,140426612322.08563
GOOGLENET,0.8,float32,1,18.0,224,0.001,94.72,142536294082.8826
GOOGLENET,0.8,float32,1,21.0,224,0.001,95.52,143753062445.57834
GOOGLENET,0.8,float32,1,24.0,224,0.001,94.92,142849167253.502
GOOGLENET,0.8,float32,1,27.0,224,0.001,94.83,142704252633.9816
GOOGLENET,0.8,float32,1,30.0,224,0.001,94.39,142042945869.90723
GOOGLENET,0.9,float32,1,3.0,224,0.001,79.27,119292688977.30861
GOOGLENET,0.9,float32,1,6.0,224,0.001,93.19,140243638423.85843
GOOGLENET,0.9,float32,1,9.0,224,0.001,93.13,140151151038.75806
GOOGLENET,0.9,float32,1,12.0,224,0.001,92.49,139179168582.542
GOOGLENET,0.9,float32,1,15.0,224,0.001,92.98,139924803103.12573
GOOGLENET,0.9,float32,1,18.0,224,0.001,95.03,143014224335.68066
GOOGLENET,0.9,float32,1,21.0,224,0.001,95.11,143134187836.60382
GOOGLENET,0.9,float32,1,24.0,224,0.001,94.37,142014976898.45462
GOOGLENET,0.9,float32,1,27.0,224,0.001,96.25,144844126475.9612
GOOGLENET,0.9,float32,1,30.0,224,0.001,91.67,137945665072.37482
GOOGLENET,1.0,float32,1,3.0,224,0.001,90.5,136195390622.56975
GOOGLENET,1.0,float32,1,6.0,224,0.001,93.56,140803890168.9589
GOOGLENET,1.0,float32,1,9.0,224,0.001,92.62,139380288257.91406
GOOGLENET,1.0,float32,1,12.0,224,0.001,90.02,135466967361.64165
GOOGLENET,1.0,float32,1,15.0,224,0.001,93.85,141235492834.43472
GOOGLENET,1.0,float32,1,18.0,224,0.001,93.95,141377035394.36932
GOOGLENET,1.0,float32,1,21.0,224,0.001,94.95,142884200286.0377
GOOGLENET,1.0,float32,1,24.0,224,0.001,95.91,144330819108.88153
GOOGLENET,1.0,float32,1,27.0,224,0.001,94.85,142735279744.93707
GOOGLENET,1.0,float32,1,30.0,224,0.001,95.84,144228145590.86804
GOOGLENET,0.1,float32,1,3.0,336,0.001,82.13,280039387946.607
GOOGLENET,0.1,float32,1,6.0,336,0.001,86.56,295158271893.2322
GOOGLENET,0.1,float32,1,9.0,336,0.001,88.43,301510461357.85596
GOOGLENET,0.1,float32,1,12.0,336,0.001,87.44,298132904512.7774
GOOGLENET,0.1,float32,1,15.0,336,0.001,89.43,304916733453.5605
GOOGLENET,0.1,float32,1,18.0,336,0.001,89.93,306638379416.71356
GOOGLENET,0.1,float32,1,21.0,336,0.001,89.11,303856428529.7094
GOOGLENET,0.1,float32,1,24.0,336,0.001,89.64,305638182801.8582
GOOGLENET,0.1,float32,1,27.0,336,0.001,89.16,304022262634.4352
GOOGLENET,0.1,float32,1,30.0,336,0.001,89.68,305773908196.75165
GOOGLENET,0.2,float32,1,3.0,336,0.001,83.58,284991001370.9592
GOOGLENET,0.2,float32,1,6.0,336,0.001,80.79,275456358154.92084
GOOGLENET,0.2,float32,1,9.0,336,0.001,84.06,286632518739.8466
GOOGLENET,0.2,float32,1,12.0,336,0.001,89.85,306352946889.51746
GOOGLENET,0.2,float32,1,15.0,336,0.001,92.04,313827234171.00446
GOOGLENET,0.2,float32,1,18.0,336,0.001,86.92,296382781295.99475
GOOGLENET,0.2,float32,1,21.0,336,0.001,88.19,300697124768.8732
GOOGLENET,0.2,float32,1,24.0,336,0.001,83.45,284538854833.43823
GOOGLENET,0.2,float32,1,27.0,336,0.001,89.68,305784839315.489
GOOGLENET,0.2,float32,1,30.0,336,0.001,89.85,306363819049.6408
GOOGLENET,0.3,float32,1,3.0,336,0.001,84.67,288694585545.4847
GOOGLENET,0.3,float32,1,6.0,336,0.001,86.84,296098635386.2253
GOOGLENET,0.3,float32,1,9.0,336,0.001,80.48,274409725587.1094
GOOGLENET,0.3,float32,1,12.0,336,0.001,83.99,286389628483.4348
GOOGLENET,0.3,float32,1,15.0,336,0.001,85.04,289977363712.5069
GOOGLENET,0.3,float32,1,18.0,336,0.001,90.05,307037522613.8785
GOOGLENET,0.3,float32,1,21.0,336,0.001,84.98,289769541488.81287
GOOGLENET,0.3,float32,1,24.0,336,0.001,89.78,306134263934.86926
GOOGLENET,0.3,float32,1,27.0,336,0.001,87.03,296761208503.1239
GOOGLENET,0.3,float32,1,30.0,336,0.001,89.32,304560810428.8649
GOOGLENET,0.4,float32,1,3.0,336,0.001,83.61,285073154514.06433
GOOGLENET,0.4,float32,1,6.0,336,0.001,80.12,273201031149.33667
GOOGLENET,0.4,float32,1,9.0,336,0.001,83.63,285138015241.6635
GOOGLENET,0.4,float32,1,12.0,336,0.001,90.07,307116491764.8686
GOOGLENET,0.4,float32,1,15.0,336,0.001,85.5,291532095607.0907
GOOGLENET,0.4,float32,1,18.0,336,0.001,89.61,305553981706.58466
GOOGLENET,0.4,float32,1,21.0,336,0.001,87.71,299064302808.5928
GOOGLENET,0.4,float32,1,24.0,336,0.001,90.2,307549692367.84717
GOOGLENET,0.4,float32,1,27.0,336,0.001,90.48,308499256854.24243
GOOGLENET,0.4,float32,1,30.0,336,0.001,88.9,303139702449.9349
GOOGLENET,0.5,float32,1,3.0,336,0.001,85.24,290659713211.57404
GOOGLENET,0.5,float32,1,6.0,336,0.001,85.02,289910436138.0188
GOOGLENET,0.5,float32,1,9.0,336,0.001,87.33,297762220348.2077
GOOGLENET,0.5,float32,1,12.0,336,0.001,86.29,294227677128.5994
GOOGLENET,0.5,float32,1,15.0,336,0.001,87.17,297221131896.4347
GOOGLENET,0.5,float32,1,18.0,336,0.001,87.2,297326637063.1333
GOOGLENET,0.5,float32,1,21.0,336,0.001,89.89,306506217863.0899
GOOGLENET,0.5,float32,1,24.0,336,0.001,88.34,301205844200.66077
GOOGLENET,0.5,float32,1,27.0,336,0.001,89.47,305077003623.7119
GOOGLENET,0.5,float32,1,30.0,336,0.001,87.35,297828091419.43713
GOOGLENET,0.6,float32,1,3.0,336,0.001,74.7,254703994479.47485
GOOGLENET,0.6,float32,1,6.0,336,0.001,80.85,275658328052.53644
GOOGLENET,0.6,float32,1,9.0,336,0.001,80.53,274583874785.51315
GOOGLENET,0.6,float32,1,12.0,336,0.001,86.1,293559632796.83606
GOOGLENET,0.6,float32,1,15.0,336,0.001,89.43,304929096642.2609
GOOGLENET,0.6,float32,1,18.0,336,0.001,86.39,294556392232.75543
GOOGLENET,0.6,float32,1,21.0,336,0.001,88.15,300582844665.25574
GOOGLENET,0.6,float32,1,24.0,336,0.001,82.98,282942773760.6905
GOOGLENET,0.6,float32,1,27.0,336,0.001,89.93,306633185524.8615
GOOGLENET,0.6,float32,1,30.0,336,0.001,88.02,300117213055.56964
GOOGLENET,0.7,float32,1,3.0,336,0.001,76.08,259394464390.56448
GOOGLENET,0.7,float32,1,6.0,336,0.001,83.77,285647922760.79614
GOOGLENET,0.7,float32,1,9.0,336,0.001,87.98,299992890485.0773
GOOGLENET,0.7,float32,1,12.0,336,0.001,89.32,304564929381.5295
GOOGLENET,0.7,float32,1,15.0,336,0.001,86.93,296406279059.82355
GOOGLENET,0.7,float32,1,18.0,336,0.001,87.02,296723183730.7205
GOOGLENET,0.7,float32,1,21.0,336,0.001,86.2,293918618798.05066
GOOGLENET,0.7,float32,1,24.0,336,0.001,89.78,306123319991.08466
GOOGLENET,0.7,float32,1,27.0,336,0.001,88.94,303262659882.7833
GOOGLENET,0.7,float32,1,30.0,336,0.001,90.05,307029828433.30176
GOOGLENET,0.8,float32,1,3.0,336,0.001,82.95,282851289319.41846
GOOGLENET,0.8,float32,1,6.0,336,0.001,88.18,300669621201.68896
GOOGLENET,0.8,float32,1,9.0,336,0.001,85.35,291006694921.1191
GOOGLENET,0.8,float32,1,12.0,336,0.001,80.43,274246854297.3696
GOOGLENET,0.8,float32,1,15.0,336,0.001,87.39,297989065931.0315
GOOGLENET,0.8,float32,1,18.0,336,0.001,89.07,303717496501.736
GOOGLENET,0.8,float32,1,21.0,336,0.001,88.2,300726359332.43994
GOOGLENET,0.8,float32,1,24.0,336,0.001,89.94,306656292104.47974
GOOGLENET,0.8,float32,1,27.0,336,0.001,90.21,307575376027.30115
GOOGLENET,0.8,float32,1,30.0,336,0.001,89.83,306284643261.78906
GOOGLENET,0.9,float32,1,3.0,336,0.001,71.86,245007893290.62393
GOOGLENET,0.9,float32,1,6.0,336,0.001,87.93,299830488069.3199
GOOGLENET,0.9,float32,1,9.0,336,0.001,84.01,286434073275.3829
GOOGLENET,0.9,float32,1,12.0,336,0.001,90.62,309002795492.3412
GOOGLENET,0.9,float32,1,15.0,336,0.001,85.35,291016759375.56
GOOGLENET,0.9,float32,1,18.0,336,0.001,90.73,309372668528.05225
GOOGLENET,0.9,float32,1,21.0,336,0.001,89.7,305842640609.2773
GOOGLENET,0.9,float32,1,24.0,336,0.001,90.39,308209008063.7908
GOOGLENET,0.9,float32,1,27.0,336,0.001,89.33,304600820152.1461
GOOGLENET,0.9,float32,1,30.0,336,0.001,89.07,303708047094.8203
GOOGLENET,1.0,float32,1,3.0,336,0.001,83.35,284189441853.557
GOOGLENET,1.0,float32,1,6.0,336,0.001,88.36,301267785435.96704
GOOGLENET,1.0,float32,1,9.0,336,0.001,87.41,298032062082.84576
GOOGLENET,1.0,float32,1,12.0,336,0.001,83.2,283679895847.7795
GOOGLENET,1.0,float32,1,15.0,336,0.001,89.63,305597451537.59973
GOOGLENET,1.0,float32,1,18.0,336,0.001,83.49,284678816080.1066
GOOGLENET,1.0,float32,1,21.0,336,0.001,89.43,304943304262.3697
GOOGLENET,1.0,float32,1,24.0,336,0.001,87.76,299245569579.6575
GOOGLENET,1.0,float32,1,27.0,336,0.001,87.7,299045060375.33203
GOOGLENET,1.0,float32,1,30.0,336,0.001,90.75,309419670839.31915
GOOGLENET,0.1,float32,1,3.0,448,0.001,78.73,473650635198.28754
GOOGLENET,0.1,float32,1,6.0,448,0.001,79.54,478566534005.5616
GOOGLENET,0.1,float32,1,9.0,448,0.001,82.92,498858964372.3869
GOOGLENET,0.1,float32,1,12.0,448,0.001,79.07,475737087753.09607
GOOGLENET,0.1,float32,1,15.0,448,0.001,86.62,521124989944.4846
GOOGLENET,0.1,float32,1,18.0,448,0.001,84.45,508113609174.47437
GOOGLENET,0.1,float32,1,21.0,448,0.001,85.66,515345467684.29474
GOOGLENET,0.1,float32,1,24.0,448,0.001,85.86,516596128414.39264
GOOGLENET,0.1,float32,1,27.0,448,0.001,83.72,503708153809.99817
GOOGLENET,0.1,float32,1,30.0,448,0.001,86.67,521465875913.10895
GOOGLENET,0.2,float32,1,3.0,448,0.001,79.16,476256760955.60596
GOOGLENET,0.2,float32,1,6.0,448,0.001,75.71,455517487166.5571
GOOGLENET,0.2,float32,1,9.0,448,0.001,83.66,503354240794.7899
GOOGLENET,0.2,float32,1,12.0,448,0.001,83.47,502186386793.31946
GOOGLENET,0.2,float32,1,15.0,448,0.001,84.91,510881570969.47473
GOOGLENET,0.2,float32,1,18.0,448,0.001,85.92,516906634805.7101
GOOGLENET,0.2,float32,1,21.0,448,0.001,81.0,487360305821.4494
GOOGLENET,0.2,float32,1,24.0,448,0.001,84.16,506342698284.8618
GOOGLENET,0.2,float32,1,27.0,448,0.001,87.07,523872800480.46075
GOOGLENET,0.2,float32,1,30.0,448,0.001,84.77,510037649652.8647
GOOGLENET,0.3,float32,1,3.0,448,0.001,77.92,468792173192.3296
GOOGLENET,0.3,float32,1,6.0,448,0.001,77.52,466402382681.3671
GOOGLENET,0.3,float32,1,9.0,448,0.001,82.1,493940006523.7361
GOOGLENET,0.3,float32,1,12.0,448,0.001,82.03,493541641368.5412
GOOGLENET,0.3,float32,1,15.0,448,0.001,81.46,490102245918.20355
GOOGLENET,0.3,float32,1,18.0,448,0.001,81.91,492777947981.36597
GOOGLENET,0.3,float32,1,21.0,448,0.001,86.48,520320433161.0085
GOOGLENET,0.3,float32,1,24.0,448,0.001,87.01,523488024636.7454
GOOGLENET,0.3,float32,1,27.0,448,0.001,86.54,520687782091.2634
GOOGLENET,0.3,float32,1,30.0,448,0.001,84.08,505848964498.19586
GOOGLENET,0.4,float32,1,3.0,448,0.001,79.1,475876785763.2176
GOOGLENET,0.4,float32,1,6.0,448,0.001,78.46,472071936520.013
GOOGLENET,0.4,float32,1,9.0,448,0.001,80.07,481730116681.55365
GOOGLENET,0.4,float32,1,12.0,448,0.001,85.21,512690507645.39923
GOOGLENET,0.4,float32,1,15.0,448,0.001,84.17,506429033499.7497
GOOGLENET,0.4,float32,1,18.0,448,0.001,86.56,520786915464.7795
GOOGLENET,0.4,float32,1,21.0,448,0.001,85.43,514009740405.18
GOOGLENET,0.4,float32,1,24.0,448,0.001,85.9,516785358125.0188
GOOGLENET,0.4,float32,1,27.0,448,0.001,86.25,518927347391.2082
GOOGLENET,0.4,float32,1,30.0,448,0.001,80.92,486843536000.0248
GOOGLENET,0.5,float32,1,3.0,448,0.001,79.16,476273355508.75415
GOOGLENET,0.5,float32,1,6.0,448,0.001,78.15,470184002014.00824
GOOGLENET,0.5,float32,1,9.0,448,0.001,80.99,487258355955.3203
GOOGLENET,0.5,float32,1,12.0,448,0.001,82.62,497104789424.6525
GOOGLENET,0.5,float32,1,15.0,448,0.001,85.62,515108162075.6907
GOOGLENET,0.5,float32,1,18.0,448,0.001,83.77,504021048056.4759
GOOGLENET,0.5,float32,1,21.0,448,0.001,83.61,503027961548.06506
GOOGLENET,0.5,float32,1,24.0,448,0.001,86.56,520753672354.743
GOOGLENET,0.5,float32,1,27.0,448,0.001,86.62,521164194317.17236
GOOGLENET,0.5,float32,1,30.0,448,0.001,86.1,517985744028.6905
GOOGLENET,0.6,float32,1,3.0,448,0.001,71.72,431473502862.4947
GOOGLENET,0.6,float32,1,6.0,448,0.001,81.14,488162031177.8565
GOOGLENET,0.6,float32,1,9.0,448,0.001,81.01,487394689707.3715
GOOGLENET,0.6,float32,1,12.0,448,0.001,85.01,511429214828.84186
GOOGLENET,0.6,float32,1,15.0,448,0.001,84.32,507302086002.6695
GOOGLENET,0.6,float32,1,18.0,448,0.001,84.23,506764594170.1711
GOOGLENET,0.6,float32,1,21.0,448,0.001,85.85,516510483953.04065
GOOGLENET,0.6,float32,1,24.0,448,0.001,86.93,523016337420.7358
GOOGLENET,0.6,float32,1,27.0,448,0.001,86.09,517962080784.34906
GOOGLENET,0.6,float32,1,30.0,448,0.001,85.78,516091975368.4986
GOOGLENET,0.7,float32,1,3.0,448,0.001,79.97,481147066044.31824
GOOGLENET,0.7,float32,1,6.0,448,0.001,80.99,487299675339.17
GOOGLENET,0.7,float32,1,9.0,448,0.001,81.31,489193474903.7897
GOOGLENET,0.7,float32,1,12.0,448,0.001,85.3,513198216815.37946
GOOGLENET,0.7,float32,1,15.0,448,0.001,84.84,510461927955.571
GOOGLENET,0.7,float32,1,18.0,448,0.001,83.08,499816985450.2417
